num_pregunta,enunciado,opciones,respuesta_correcta
48,"Según establece la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi, en materia de sanciones señale la respuesta correcta:","[""Las infracciones serán sancionadas exclusivamente con sanción pecuniaria o económica."", ""En los casos de infracciones muy graves, el Gobierno Vasco podrá acordar el cierre temporal del establecimiento, instalación o servicio por un plazo máximo de cinco años."", ""Sin perjuicio de la multa que proceda imponer, en ciertos casos, la sanción económica que se imponga podrá ser incrementada hasta el triple de la cuantía del beneficio ilícito obtenido."", ""En los casos de infracciones muy graves, el Gobierno Vasco podrá acordar el cierre temporal del establecimiento, instalación o servicio por un plazo máximo de tres años.""]",1
49,"Según la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi, las organizaciones a través de las que se procede a la provisión de servicios sanitarios con medios adscritos al ente público Osakidetza-Servicio Vasco de Salud:","[""Realizarán su actividad bajo el principio de autonomía económico-financiera y de gestión."", ""Se configurarán como instituciones de titularidad privada y con personalidad jurídica propia."", ""Se crearán por ley como entidades de titularidad pública y con personalidad jurídica propia."", ""Para realizar su actividad dependen presupuestariamente del ente público Osakidetza- Servicio Vasco de Salud.""]",0
50,"Respecto al personal sujeto al régimen estatutario que establece la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi, señale la respuesta correcta:","[""Este vínculo estatutario se adquiere mediante el cumplimiento de los dos siguientes requisitos: superación del proceso selectivo correspondiente y nombramiento conferido por autoridad competente."", ""Los principios que rigen el procedimiento selectivo para la adquisición del vínculo estatutario son exclusivamente el de igualdad, mérito y capacidad."", ""Los instrumentos de clasificación del personal sujeto a este régimen estatutario son el grupo de titulación, el grupo profesional, la categoría y el puesto funcional que se desempeñe."", ""El grupo de titulación constituye el instrumento de clasificación del personal en base al agrupamiento unitario de las aptitudes profesionales y contenido específico da las tareas propias de la prestación.""]",2
51,Corresponderá la presidencia del ente público Osakidetza-Servicio Vasco de Salud a:,"[""Quien ostente la presidencia del Gobierno (Lehendakari) de la Comunidad Autónoma del País Vasco."", ""La Diputación General del Territorio Histórico en que esté situado el Ente."", ""La presidencia a quien ostente la titularidad del Departamento de Sanidad y la presidencia de honor a quien ostente la presidencia del Gobierno (Lehendakari) de la Comunidad Autónoma del País Vasco."", ""Quien ostente la titularidad de del Departamento de Sanidad.""]",3
52,La función de nombrar y separar a quienes ocupen las Direcciones de División de la organización central del ente público corresponde a:,"[""El Consejo de Administración del Ente."", ""La Dirección General del Ente."", ""La Presidencia del Ente."", ""Ninguno de los anteriores.""]",0
53,"La composición del Consejo del ente público Osakidetza-Servicio Vasco de Salud contará, además de la persona que ejerza la Presidencia:","[""Con cinco integrantes en representación de la Administración de la Comunidad Autónoma, que nombrará el Gobierno: una persona a propuesta de la titularidad del Departamento de Hacienda y Administración Pública, otra a propuesta de quien ostente la titularidad de Bienestar Social y las tres restantes a propuesta de la persona titular de Sanidad."", ""Con cinco integrantes en representación de la Administración de la Comunidad Autónoma, que nombrará el Gobierno: una persona a propuesta de la titularidad del Departamento de Hacienda y Administración Pública, otra a propuesta de la persona titular de la Consejería de Presidencia y las tres restantes a propuesta de la persona titular de Sanidad."", ""Con cinco integrantes en representación de la Administración de la Comunidad Autónoma, que nombrará el Gobierno: dos a propuesta de la persona titular del Departamento de Hacienda y Administración Pública y las tres restantes a propuesta de la persona titular de Sanidad."", ""Ninguna de los anteriores.""]",2
54,La propuesta de Plan Estratégico del ente público Osakidetza-Servicio Vasco de Salud:,"[""Será formulada por la Dirección General del Ente."", ""Será aprobada por la Presidencia del Ente."", ""Será sometida a informe del Consejo de Administración del Ente."", ""Todas las anteriores son ciertas.""]",0
55,"La función de convocar, presidir, suspender y levantar las sesiones, arbitrar las deliberaciones del Consejo de Administración del ente público Osakidetza-Servicio vasco de salud y decidir los empates con su voto de calidad corresponderá a:","[""La Dirección General."", ""La Presidencia."", ""La persona de mayor antigüedad del Consejo de Administración."", ""Ninguna de las anteriores.""]",1
56,La persona titular de la Dirección General del ente público Osakidetza-Servicio Vasco de Salud:,"[""No podrá asistir a las reuniones del Consejo de Administración del Ente."", ""Presidirá las reuniones del Consejo de Administración del Ente."", ""Asistirá a las reuniones del Consejo de Administración del Ente con voz y voto."", ""Asistirá a las reuniones del Consejo de Administración del Ente con voz y sin voto.""]",3
57,"Corresponde a la organización central de administración y gestión corporativa del ente público Osakidetza-Servicio Vasco de Salud, en materia de gestión asistencial (señálese la respuesta incorrecta):","[""Supervisar el cumplimiento de las políticas generales de calidad y realizar auditorías."", ""Definir criterios generales y proponer la política de precios correspondiente a la prestación de servicios sanitarios incluida en la cobertura pública."", ""Coordinar los recursos y, en su caso, proponer medidas de intervención sobre las listas de espera."", ""Promover protocolos de interés general.""]",1
58,"Corresponde a la organización central de administración y gestión corporativa del ente público Osakidetza-Servicio Vasco de Salud, en materia de gestión de recursos humanos (señálese la respuesta incorrecta):","[""Supervisar, controlar y evaluar las políticas de personal del Ente."", ""Promover acuerdos de cooperación con centros correspondientes a la sanidad privada."", ""Dirigir el funcionamiento del registro de personal."", ""Gestionar los procesos de selección y de provisión que el Consejo de Administración determine, por su carácter general, previsible número de aspirantes u otras circunstancias análogas, y, a tal fin, convocarlos, establecer sus bases, programas y contenidos, y designar a los tribunales calificadores de los mismos.""]",1
59,"Corresponde a cada organización de servicios sanitarios del ente público Osakidetza-Servicio Vasco de Salud el ejercicio de todas las facultades de gestión y administración que se requieran para el ejercicio de la actividad de provisión de servicios sanitarios que tengan encomendada, quedando excluidas únicamente:","[""Aquellas facultades de gestión centralizada que los estatutos sociales del ente público Osakidetza-Servicio Vasco de Salud atribuyen expresamente a la organización central del Ente Público y las competencias propias de otras instancias de acuerdo con las Leyes y Reglamentos vigentes."", ""Aquellas facultades de gestión centralizada que los estatutos sociales del ente público Osakidetza-Servicio Vasco de Salud atribuyen expresamente a la Presidencia del Ente Público y las competencias propias de otras instancias de acuerdo con las Leyes y Reglamentos vigentes."", ""Aquellas facultades de gestión centralizada que los estatutos sociales del ente público Osakidetza-Servicio Vasco de Salud atribuyen expresamente al Consejo de Administración del Ente Público y las competencias propias de otras instancias de acuerdo con las Leyes y Reglamentos vigentes."", ""Ninguna de las anteriores.""]",0
60,El número de integrantes del equipo directivo de las organizaciones de servicios sanitarios del ente público Osakidetza-Servicio Vasco de Salud:,"[""Oscilará entre dos y tres."", ""Oscilará entre tres y cuatro."", ""Oscilará entre cuatro y cinco."", ""La normativa que rige su estatuto jurídico no establece un número determinado sino un máximo de cinco.""]",3
61,La función de Representar al ente público Osakidetza-Servicio Vasco de Salud en la negociación colectiva del Acuerdo Marco de Condiciones de Trabajo del Personal corresponde a:,"[""La organización central de administración y gestión corporativa del ente público Osakidetza-Servicio Vasco de Salud."", ""La Presidencia del ente público Osakidetza-Servicio Vasco de Salud."", ""El Consejo de Administración del ente público Osakidetza-Servicio Vasco de Salud."", ""Ninguna de las anteriores.""]",0
62,"Para el desarrollo de funciones de propuesta y asesoramiento, así como de participación en las organizaciones de servicios sanitarios, existirá un Consejo de Dirección en cada una de ellas, integrado por:","[""El equipo directivo, las jefaturas de unidad que se determinen y una representación de personas vocales electas que formen parte de los Consejos Técnicos de participación profesional respectivos."", ""El equipo directivo, las jefaturas de unidad que se determinen, representantes sindicales y una representación de personas vocales electas que formen parte de los Consejos Técnicos de participación profesional respectivos."", ""El equipo directivo y las jefaturas de unidad que se determinen."", ""Todas las anteriores son falsas.""]",0
63,Las organizaciones de servicios sanitarios del ente público Osakidetza-Servicio Vasco de Salud podrán:,"[""Descentralizar la organización y su funcionamiento operativo, delegando en quienes ostenten la responsabilidad clínica facultades de gestión, aunque solo en materia de personal y siempre de acuerdo con el marco estratégico, los planes de gestión y el compromiso del contrato-programa suscrito por la organización."", ""Descentralizar la organización y su funcionamiento operativo, delegando en quienes ostenten la responsabilidad clínica facultades de gestión, pero solo en materia económica y siempre de acuerdo con el marco estratégico, los planes de gestión y el compromiso del contrato-programa suscrito por la organización."", ""Descentralizar la organización y su funcionamiento operativo, delegando en quienes ostenten la responsabilidad clínica facultades de gestión tanto en materia económica como de personal, de acuerdo con el marco estratégico, los planes de gestión y el compromiso del contrato-programa suscrito por la organización."", ""Todas las anteriores son falsas.""]",2
64,"En materia específica de inversiones, la competencia para ejecutar las compras de suministros que se consideren centralizadas, así como definir y/o ejecutar, en su caso, las consideradas integradas corresponde a:","[""El Consejo de Administración del ente público Osakidetza-Servicio Vasco de Salud."", ""La organización central de administración y gestión corporativa del ente público Osakidetza-Servicio Vasco de Salud."", ""La organización de servicios del ente público Osakidetza-Servicio Vasco de Salud."", ""A quien ostente la titularidad de la Dirección-Gerencia de cada organización de servicios sanitarios del Osakidetza-Servicio Vasco de Salud.""]",1
65,"En el ámbito de una organización de servicios sanitarios del ente público Osakidetza-Servicio Vasco de Salud, presidir los Consejos Técnicos de participación profesional y promover su eficaz funcionamiento es una tarea que corresponde a:","[""La Dirección General del Ente."", ""Quien ostente la titularidad de la Dirección-Gerencia del Ente."", ""La Dirección Médica del Ente."", ""Ninguna de las anteriores.""]",2
66,"Según el Artículo 1 del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿qué dos niveles asistenciales se integran en las Organizaciones Sanitarias Integradas (OSI) de Osakidetza?","[""Atención especializada y Atención de Urgencias."", ""Salud Pública y Servicios Sociosanitarios."", ""Atención hospitalaria y Atención de Emergencias."", ""Atención primaria y Atención hospitalaria.""]",3
67,"Según el Artículo 2.1 del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿qué objetivo último persigue la configuración de las OSI?","[""Reducir el gasto farmacéutico mediante la unificación de compras."", ""Favorecer la integración clínica de manera que la atención se articule en torno a la persona."", ""Centralizar los servicios de atención primaria en las sedes hospitalarias."", ""Eliminar las categorías profesionales de atención primaria para unificarlas con las hospitalarias.""]",1
68,"Según el Artículo 1 del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿bajo qué principio fundamental actuarán las Organizaciones Sanitarias Integradas (OSI) del ente público Osakidetza-Servicio Vasco de Salud ?","[""Principio de coordinación territorial y sectorial."", ""Principio de jerarquía funcional única."", ""Principio de autonomía económico-financiera y de gestión."", ""Principio de centralización de todos los recursos.""]",2
69,"De acuerdo con el Artículo 3 del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿cómo se define una OSI de clase ""monográfica""?","[""Es aquella donde solo se integran servicios de atención hospitalaria especializada."", ""Es aquella cuya actividad asistencial gira en torno a un ámbito específico, integrando sus servicios y dispositivos."", ""Es una organización que solo atiende a una patología crónica específica."", ""Es la organización que carece de servicios de atención primaria.""]",1
70,"Según el Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, las OSI de Tipo I se caracterizan, entre otros aspectos, por tener hospitales de carácter universitario y, además, por disponer de:","[""Una base poblacional adscrita inferior a 300.000 habitantes."", ""Una Dirección de Gestión que asume todas las funciones asistenciales."", ""Unidades o servicios calificados de referencia para el conjunto del sistema sanitario vasco."", ""Ser organizaciones de servicios de carácter monográfico y de pequeño tamaño.""]",2
71,"Según el Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, para que una OSI sea clasificada como de Tipo III debe integrar, junto con servicios de atención primaria, un hospital de carácter general y tener una base poblacional atendida inferior a:","[""500.000 habitantes."", ""200.000 habitantes."", ""300.000 habitantes."", ""100.000 habitantes.""]",2
72,"Según el Artículo 5 del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿cuáles son los tres órganos de participación que conforman la estructura organizativa de las OSI?","[""El Consejo de Dirección, el Comité Ejecutivo y el Comité de Ética Asistencial."", ""El Consejo Clínico Asistencial, el Consejo Social y la Comisión Sociosanitaria."", ""La Comisión de Seguridad, la Comisión de Docencia y la Comisión de Investigación."", ""El Consejo de Dirección, el Consejo Social y el Comité de Evaluación.""]",1
73,"De acuerdo con el Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿qué órganos componen el equipo directivo de una OSI, según la estructura general del artículo 5.2?","[""Solo la Dirección Gerencia y la Dirección Médica."", ""Las Direcciones Médica, de Atención Integrada, de Enfermería, de Personas, Económico-Financiera y de Gestión."", ""El Consejo de Dirección y el Consejo Social exclusivamente."", ""La Dirección Gerencia y las Jefaturas de Servicio de cada centro de salud.""]",1
74,"De acuerdo con el Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, en las OSI de Tipo IV, la Dirección Gerencia asume, con el apoyo de puestos funcionales asistenciales, las funciones que corresponden a:","[""La Dirección de Personas y la Dirección Económico-Financiera."", ""La Dirección de Personas y la Dirección de Atención Integrada."", ""La Dirección Médica y la Dirección de Enfermería."", ""La Dirección de Gestión y el Consejo de Dirección.""]",2
75,"De acuerdo con el Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿cuál de los siguientes NO es un órgano de dirección encargado del gobierno y gestión de las OSI de Tipo I y II?","[""La Dirección de Personas."", ""El Consejo Clínico Asistencial."", ""La Dirección de Atención Integrada."", ""La Dirección Económico-Financiera.""]",1
76,"Según el Artículo 7.3 del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿quién tiene la competencia para el nombramiento y cese de la persona titular de la Dirección Gerencia?","[""El Consejero o la Consejera de Salud."", ""La Dirección General del Ente Público Osakidetza."", ""El Consejo de Administración a propuesta de Lehendakaritza."", ""La Dirección de Personas de la propia OSI.""]",1
77,"Según los Artículos 7 y 9 del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿cuál es un requisito obligatorio para el nombramiento de los cargos de dirección de una OSI?","[""Haber pertenecido al Consejo Clínico Asistencial durante al menos dos años."", ""Superar un examen de oposición específico para gerencia sanitaria."", ""Previa convocatoria pública donde se acredite titulación, capacidad y experiencia profesional."", ""Tener la condición de personal estatutario fijo en la categoría de técnico/a superior.""]",2
78,"Según el Artículo 8.m del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿a qué dirección corresponde ""orientar la gestión desde una visión integradora empoderando la atención primaria""?","[""Dirección de Atención Integrada."", ""Dirección Gerencia."", ""Dirección de Enfermería."", ""Dirección Económico-Financiera.""]",1
79,"De acuerdo con el Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿con qué ámbito(s) adicional(es) debe coordinar su actividad la Dirección de Atención Integrada, además de con la atención primaria y hospitalaria?","[""Con el ámbito de Recursos Humanos y con la Universidad."", ""Con el ámbito comunitario y socio-sanitario."", ""Únicamente con el sociosanitario."", ""Con las entidades locales y las empresas privadas de gestión.""]",1
80,"Según el Artículo 19.1 del Decreto 100/2018 de las organizaciones sanitarias integradas del ente público Osakidetza-Servicio Vasco de Salud, ¿quién ejerce la presidencia del Consejo Clínico Asistencial?","[""La persona titular de la Dirección Gerencia."", ""La persona titular de la Dirección Médica."", ""La persona titular de la Dirección de Enfermería."", ""La persona de mayor antigüedad en la vocalía de Atención Primaria.""]",1
81,"Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, son titulares de los derechos y deberes recogidos en esta Declaración:","[""Todas las personas que accedan o utilicen las prestaciones y servicios sanitarios que se proporcionan por el sistema sanitario de Euskadi."", ""Todas las personas nacidas en Euskadi."", ""Todas las personas empadronadas en Euskadi."", ""Todas las respuestas anteriores son correctas.""]",0
82,"Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, todos los derechos y obligaciones establecidos son exigibles:","[""En relación a todas las acciones de carácter sanitario, incluyendo docencia, que se desarrollen en los centros, servicios o establecimientos sanitarios de titularidad pública o privada o concertados de Euskadi. Las acciones relativas a la investigación biomédica quedan fuera de esta Declaración y se rigen por su normativa específica."", ""En relación a todas las acciones de carácter sanitario, incluyendo docencia, que se desarrollen en los centros, servicios o establecimientos sanitarios de titularidad pública o concertados que integran el sistema sanitario de Euskadi. Las acciones relativas a la investigación biomédica quedan fuera de esta Declaración y se rigen por su normativa específica."", ""En relación a todas las acciones de carácter sanitario, incluyendo investigación y docencia, que se desarrollen en los centros, servicios o establecimientos sanitarios de titularidad pública o privada o concertados de Euskadi."", ""En relación a todas las acciones de carácter sanitario, incluyendo investigación y docencia, que se desarrollen en los centros, servicios o establecimientos sanitarios de titularidad pública o concertados que integran el sistema sanitario de Euskadi.""]",3
83,"Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, los principios que informan e inspiran el conjunto de acciones de carácter sanitario que se desarrollen en el sistema sanitario de Euskadi son:","[""El respeto a la libertad de la persona, a su dignidad y a la autonomía en las decisiones que afecten a su salud."", ""El respeto a todo el personal profesional que integra el sistema sanitario de Euskadi."", ""La promoción de la investigación científica en el marco del sistema sanitario de Euskadi."", ""Todas las respuestas anteriores son correctas.""]",0
84,"A los efectos de la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi recogida en el Decreto 147/2015, de 21 de julio, se configuran las siguientes fases de la vida en las que se concretan necesidades específicas:","[""1. Neonatología, infancia y adolescencia. 2. Salud sexual y reproductiva, embarazo y parto. 3. Salud laboral. 4. Personas mayores y final de la vida."", ""1. Infancia y adolescencia. 2. Salud sexual y reproductiva. 3. Salud laboral. 4. Personas mayores."", ""1. Infancia. 2. Adolescencia, salud sexual y reproductiva. 3. Personas mayores. 4. Final de la vida."", ""1. Infancia y adolescencia. 2. Salud sexual y reproductiva. 3. Personas mayores. 4. Final de la vida.""]",3
85,"Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, las personas pacientes y usuarias del Sistema Sanitario de Euskadi, en relación con la asistencia sanitaria específica referida al final de la vida, tienen derecho a:","[""Al acompañamiento de familiares y personas allegadas en los procesos con hospitalización."", ""Al uso, con carácter general, de habitación individual."", ""Al acompañamiento espiritual."", ""Todas las respuestas anteriores son correctas.""]",3
86,"Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, la persona paciente o usuaria:","[""Debe dejar por escrito las decisiones cuando sea legalmente exigible o recomendable."", ""Debe dejar por escrito las decisiones cuando se lo solicite el personal profesional que le atienda."", ""Debe dejar por escrito las decisiones cuando la política del centro sanitario así lo establezca."", ""Debe dejar por escrito las decisiones cuando puedan tener relevancia a efectos de responsabilidad legal.""]",0
87,"Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, los Servicios de Atención a Pacientes y personas Usuarias:","[""Estarán disponibles en las Organizaciones de Servicios Sanitarios de Osakidetza-Servicio Vasco de Salud, los centros sanitarios concertados, los centros privados y el departamento competente en materia de sanidad."", ""Estarán disponibles en las Organizaciones de Servicios Sanitarios de Osakidetza-Servicio Vasco de Salud, los centros sanitarios concertados y el departamento competente en materia de sanidad, pero no existe previsión en relación con los centros privados."", ""Estarán disponibles en las Organizaciones de Servicios Sanitarios de Osakidetza-Servicio Vasco de Salud, pero no existe previsión en relación con los centros concertados, ni con los privados ni con el departamento competente en materia de sanidad."", ""Estarán disponibles en las Organizaciones de Servicios Sanitarios de Osakidetza-Servicio Vasco de Salud y en los centros sanitarios concertados y privados, pero no existe previsión en relación con el departamento competente en materia de sanidad.""]",1
88,"Según el Decreto 147/2015, de 21 de julio, por el que se aprueba la Declaración sobre Derechos y Deberes de las personas en el sistema sanitario de Euskadi, las reclamaciones contra actuaciones del personal:","[""Se resolverán atendiendo a las normas disciplinarias específicas previa apertura, en su caso, del expediente informativo correspondiente, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse."", ""Se resolverán atendiendo a las normas disciplinarias generales previa apertura, en su caso, del expediente informativo correspondiente, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse."", ""Se resolverán atendiendo a las normas disciplinarias específicas previa apertura, en su caso, del expediente informativo y de expediente de mediación, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse."", ""Se resolverán atendiendo a las normas disciplinarias generales previa apertura, en su caso, del expediente informativo y de expediente de mediación, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse.""]",0
89,"Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, la documentación clínica es:","[""La información contenida en la historia clínica."", ""El soporte de cualquier tipo o clase que contiene un conjunto de datos e informaciones de carácter asistencial y la documentación relativa a las voluntades anticipadas."", ""El soporte de cualquier tipo o clase que contiene un conjunto de datos e informaciones de carácter asistencial y de investigación biomédica."", ""El soporte de cualquier tipo o clase que contiene un conjunto de datos e informaciones de carácter asistencial.""]",3
90,"Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, la información asistencial:","[""Como regla general se proporcionará verbalmente."", ""Como regla general se proporcionará por escrito."", ""Como regla general se proporcionará verbalmente y por escrito."", ""Como regla general se proporcionará por escrito cuando se trate de pacientes menores de edad.""]",0
91,"Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, la información asistencial contiene, como mínimo:","[""La finalidad y la naturaleza de cada intervención."", ""La finalidad y la naturaleza de cada intervención y sus riesgos."", ""La finalidad y la naturaleza de cada intervención, sus riesgos y sus consecuencias."", ""La finalidad y la naturaleza de cada intervención, sus riesgos, sus consecuencias y los derechos de las personas pacientes.""]",2
92,"Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, garantiza el cumplimiento del derecho a la información asistencial:","[""La persona facultativa responsable de la persona paciente"", ""La persona facultativa responsable de la persona paciente y el personal profesional que le atienda durante el proceso asistencial o le aplique una técnica o un procedimiento concreto."", ""La persona facultativa responsable de la persona paciente y el personal de enfermería."", ""El centro sanitario.""]",1
93,"Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, la persona titular del derecho a la información asistencial es:","[""La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho, en la medida que la persona paciente lo permita de manera expresa o tácita."", ""La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho, en la medida que la persona paciente lo permita de manera expresa."", ""La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho, en la medida que la persona paciente lo permita por escrito."", ""La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho.""]",0
94,"Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, cuando existe riesgo inmediato grave para la integridad física o psíquica de la persona enferma y no es posible conseguir su autorización:","[""El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, con el consentimiento de sus familiares."", ""El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, con el consentimiento de quien ostente la representación legal."", ""El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, con autorización judicial."", ""El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, sin necesidad de contar con su consentimiento.""]",3
95,"Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, el personal facultativo proporcionará a la persona paciente, antes de recabar su consentimiento escrito, la información básica siguiente:","[""Todos los riesgos en condiciones normales, conforme a la experiencia y al estado de la ciencia o directamente relacionados con el tipo de intervención."", ""Todos los riesgos, siempre que sean graves, en condiciones normales, conforme a la experiencia y al estado de la ciencia o directamente relacionados con el tipo de intervención."", ""Todos los riesgos probables en condiciones normales, conforme a la experiencia y al estado de la ciencia o directamente relacionados con el tipo de intervención."", ""Todos los riesgos, siempre que sean probables y graves, en condiciones normales, conforme a la experiencia y al estado de la ciencia o directamente relacionados con el tipo de intervención.""]",2
96,"Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente y de derechos y obligaciones en materia de información y documentación clínica, en caso de que la persona paciente no acepte el alta:","[""El personal facultativo, previa comprobación del informe clínico correspondiente, oirá a la persona paciente y, si persiste en su negativa, lo pondrá en conocimiento de la dirección del centro para que confirme o revoque la decisión."", ""El personal facultativo, previa comprobación del informe clínico correspondiente, oirá a la persona paciente y, si persiste en su negativa, lo pondrá en conocimiento de la autoridad judicial para que confirme o revoque la decisión."", ""La dirección del centro, previa comprobación del informe clínico correspondiente, oirá a la persona paciente y, si persiste en su negativa, lo pondrá en conocimiento de la autoridad judicial para que confirme o revoque la decisión."", ""La dirección del centro, previa comprobación del informe clínico correspondiente, oirá a la persona paciente y, si persiste en su negativa, lo pondrá en conocimiento de la autoridad administrativa competente para que confirme o revoque la decisión.""]",2
97,"Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, la expresión de los objetivos vitales y valores personales tiene como fin:","[""Conocer la voluntad de la persona paciente en relación con la administración de sedación."", ""Conocer la voluntad de la persona paciente en relación con la finalización de tratamientos de soporte vital."", ""Ayudar a interpretar las instrucciones y servir de orientación para la toma de decisiones clínicas."", ""Documentar la actuación del personal profesional sanitario a efectos de responsabilidad legal en situaciones donde la persona paciente no puede expresar su voluntad por sí misma.""]",2
98,"Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, en el documento de voluntades anticipadas:","[""Se podrá designar una o varias personas representantes para que sean las interlocutoras válidas del personal facultativo o del equipo sanitario."", ""Se podrá designar exclusivamente una persona representante para que sea la interlocutora válida del personal facultativo o del equipo sanitario."", ""Se podrá designar una o varias personas representantes para que sean las interlocutoras válidas del personal facultativo o del equipo sanitario, si la persona paciente es menor de edad."", ""Se podrá designar una o varias personas representantes para que sean las interlocutoras válidas del personal facultativo o del equipo sanitario y facultarles para interpretar sus valores e instrucciones, si la persona paciente está incapacitada judicialmente.""]",0
